steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss	n_updates
100006	3226	454.0404932498932	0.4942	0.0	0.49999135906124775	1.0	0.0	0.37033204157068267	0.004502158996419479	99906
200012	6452	910.5102276802063	0.5055	1.0	0.4999947494473792	1.0	0.0	0.3703853215287748	0.004787393058089518	199912
300018	9678	1368.4008111953735	0.5034	1.0	0.5000134411634695	1.0	0.0	0.3630013008212588	0.004604609490965634	299918
400024	12904	1841.43456697464	0.5041	1.0	0.5000081907519935	1.0	0.0	0.36975088939428824	0.005490081986923348	399924
500030	16130	2299.356671333313	0.507	1.0	0.4999759970236171	1.0	0.0	0.3724669361348736	0.003683307965552853	499930
600005	19355	2758.565090417862	0.5031	1.0	0.5000153913022617	1.0	0.0	0.3729590556449468	0.004426992658028221	599905
700011	22581	3217.6562094688416	0.5054	1.0	0.4999958395666492	1.0	0.0	0.3679813886405975	0.0035273390193677912	699911
800017	25807	3676.9897985458374	0.5039	1.0	0.5000097908832365	1.0	0.0	0.35472724366615893	0.004377263338598328	799917
900023	29033	4135.30960059166	0.494	0.0	0.4999889987788631	1.0	0.0	0.3594075092696284	0.004232401162861641	899923
1000029	32259	4595.821134328842	0.5069	1.0	0.4999773872274364	1.0	0.0	0.3658136998511977	0.005009438719356377	999929
1100004	35484	5056.26691532135	0.5028	1.0	0.5000171614216572	1.0	0.0	0.3641699680555646	0.004264035708059044	1099904
1200010	38710	5520.899146080017	0.4965	0.0	0.5000127511125366	1.0	0.0	0.3604462387132898	0.004997545190569892	1199910
1300016	41936	5982.982496261597	0.498	0.0	0.5000210016591403	1.0	0.0	0.36798229182691694	0.0048955570196975	1299916
1400022	45162	6443.29892206192	0.5066	1.0	0.4999814377992591	1.0	0.0	0.3705447610371584	0.004628940614317625	1399922
1500028	48388	6904.211070299149	0.503	1.0	0.5000160013441171	1.0	0.0	0.34560691594963855	0.00419248018444105	1499928
1600003	51613	7365.623100042343	0.498	0.0	0.5000210016591403	1.0	0.0	0.3766558673055887	0.004592949377628022	1599903
1700009	54839	7826.986069917679	0.5029	1.0	0.5000165913838919	1.0	0.0	0.3765695620643156	0.0044995145323071545	1699909
1800015	58065	8289.363001823425	0.4932	0.0	0.49997875742454057	1.0	0.0	0.36464844724625867	0.0047090104905935576	1799915
1900021	61291	8749.606403112411	0.4992	0.0	0.5000243618427442	1.0	0.0	0.358433526787388	0.004444349959701497	1899921
2000027	64517	9210.718949079514	0.4945	0.0	0.4999947494473792	1.0	0.0	0.3599622228905202	0.0047485106134409595	1999927
2100002	67742	9666.947578191757	0.4959	0.0	0.5000081907519935	1.0	0.0	0.3682238275595871	0.004381616975018234	2099902
2200008	70968	10128.601987838745	0.5027	1.0	0.5000177114574814	1.0	0.0	0.38000970606436124	0.0040698826423125065	2199908
2300014	74194	10589.41598200798	0.4818	0.0	0.49969363551373885	1.0	0.0	0.35547810807700503	0.0047802770600895925	2299914
2400020	77420	11047.652214288712	0.5028	1.0	0.5000171614216572	1.0	0.0	0.35713374450156793	0.004867623234503011	2399920
2500026	80646	11506.186656713486	0.4924	0.0	0.49996723565016976	1.0	0.0	0.38905685845155363	0.004870525472376577	2499926
2600001	83871	11962.960419654846	0.5012	1.0	0.5000235618010772	1.0	0.0	0.3771554996444074	0.004035038649169386	2599901
