steps	episodes	elapsed	mean	median	stdev	max	min	average_q	average_loss	n_updates
100006	3226	813.2996687889099	0.8295	1.0	0.37609027425531616	1.0	0.0	0.446375423867227	0.0006948585910305754	99906
200012	6452	1628.0931360721588	0.9333	1.0	0.24951419946282288	1.0	0.0	0.45543597803547003	0.0008658037545357392	199912
300018	9678	2450.6254835128784	0.8372	1.0	0.3692015587441336	1.0	0.0	0.5248634698331531	0.00047701731204677226	299918
400024	12904	3269.48055934906	0.9728	1.0	0.16267392624704202	1.0	0.0	0.5183035430508245	0.0006930327123842533	399924
500030	16130	4088.433866739273	0.9602	1.0	0.19549880300962924	1.0	0.0	0.5301792366591721	0.0008444815150005539	499930
600005	19355	4910.454262495041	0.9814	1.0	0.13511426862681328	1.0	0.0	0.5502830189062791	0.00031845687186072	599905
700011	22581	5728.605987548828	0.988	1.0	0.10889070538191888	1.0	0.0	0.5174452871191826	0.0005287858429510506	699911
800017	25807	6543.544620513916	0.9869	1.0	0.11370876381483017	1.0	0.0	0.519614795711893	0.0005318240588989415	799917
900023	29033	7359.296788215637	0.9899	1.0	0.09999494936740505	1.0	0.0	0.5017023476832879	0.0004595452389728826	899923
1000029	32259	8177.765367269516	0.9918	1.0	0.09018632577800104	1.0	0.0	0.5496143138568435	0.0004849957698023752	999929
